Date,Asset_A,Asset_B,Asset_C,Asset_D
2025-05-19 04:15:10.850975,-0.004309801682592178,-0.01301521991755543,0.02747190636920671,-0.003067489446049989
2025-05-20 04:15:10.850973,-0.007760993375990563,-0.018952861299265357,-0.0006326292504678301,0.005229385090371625
2025-05-21 04:15:10.850970,-0.0007537016541713315,-0.003516596423798382,-0.003416088562415642,0.003222033122072561
2025-05-22 04:15:10.850967,0.00509966821329097,-0.0046582834583657,0.012524160498273026,0.005071742400038999
2025-05-23 04:15:10.850965,0.007107478403032928,-0.011294133141837073,-0.012943266896101223,0.0014932394054996375
2025-05-24 04:15:10.850963,-0.0037016859684148966,-0.0053002392670475,0.03427253159241207,-0.004265445305052774
2025-05-25 04:15:10.850961,-0.013845101514356493,0.003406660760826045,-0.001789656692562229,-0.002601860519317267
2025-05-26 04:15:10.850959,0.003264909220325145,0.015408158991088449,0.01928738016386658,0.004268017183863797
2025-05-27 04:15:10.850956,-0.011481854210269333,-0.018429162889458256,-0.012088536652794767,-0.0019342624690595524
2025-05-28 04:15:10.850941,-0.008942007676833907,-0.0006665515517669377,0.029937496668209006,-0.000533157940558325
